tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id
TYR01882,Pirelli,PIR-Tour-168,205/55 R16,205,55,16,summer,premium,suv,1889.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.06727,14.41896,continental,highway,2020-12-10,winter,29440.0,8.84,6.66,6.65,6.7,6.57,2.18,0.741,97705.0,68265.0,A,A,73.1,7.93,271.96,2.78,low,0
TYR01883,Goodyear,GOO-Tour-390,225/45 R17,225,45,17,all-season,premium,suv,1777.0,rwd,front_left,Portugal,Southern Europe,Lisbon,38.69017,-9.28058,mediterranean,urban,2025-12-07,winter,24891.0,8.87,7.11,6.77,7.06,6.89,1.76,0.707,102795.0,77904.0,D,A,71.6,4.48,281.63,2.74,low,0
TYR01884,Michelin,MIC-Grip-996,205/55 R16,205,55,16,winter,premium,fleet,1784.0,awd,rear_left,Netherlands,Western Europe,Amsterdam,52.38731,4.9428,oceanic,highway,2025-12-30,winter,34081.0,8.22,6.47,6.27,6.43,6.42,1.76,0.516,128460.0,94379.0,A,C,74.5,9.34,299.37,2.33,low,0
TYR01885,Bridgestone,BRI-Sport-864,205/55 R16,205,55,16,winter,mid-range,family,1485.0,awd,rear_right,Italy,Southern Europe,Milan,45.49296,9.16404,mediterranean,highway,2019-01-30,winter,32421.0,7.24,5.45,5.14,5.41,5.34,1.79,0.551,102213.0,69792.0,D,A,72.8,5.19,245.62,2.4,low,0
TYR01886,Pirelli,PIR-Sport-502,195/65 R15,195,65,15,summer,premium,suv,1861.0,rwd,front_left,Poland,Eastern Europe,Warsaw,52.12764,21.07731,continental,highway,2025-07-02,summer,24497.0,8.07,6.4,5.98,6.42,6.15,1.67,0.681,95010.0,70514.0,A,C,71.1,7.45,270.49,2.85,low,0
TYR01887,Goodyear,GOO-Sport-480,195/65 R15,195,65,15,summer,premium,family,1547.0,fwd,rear_right,Netherlands,Western Europe,Amsterdam,52.30253,4.94416,oceanic,mountain,2021-03-22,spring,15553.0,7.35,6.17,5.98,6.21,6.1,1.18,0.761,75567.0,60014.0,A,B,74.7,7.07,247.04,3.27,low,0
TYR01888,Goodyear,GOO-Sport-915,195/65 R15,195,65,15,summer,premium,ev,2308.0,fwd,rear_left,Germany,Western Europe,Berlin,52.59215,13.48305,continental,urban,2025-05-08,spring,27504.0,8.64,6.63,6.49,6.7,6.35,2.02,0.733,96116.0,68611.0,A,B,73.1,6.9,270.49,2.81,low,0
TYR01889,Goodyear,GOO-Grip-533,205/55 R16,205,55,16,winter,premium,ev,2144.0,fwd,front_right,Spain,Southern Europe,Madrid,40.25087,-3.71299,mediterranean,urban,2024-05-26,spring,13550.0,8.83,7.74,7.63,7.76,7.63,1.09,0.804,89870.0,76320.0,B,C,73.2,7.01,293.0,3.26,low,0
TYR01890,BudgetRoad,BUD-Eco-735,225/45 R17,225,45,17,summer,budget,fleet,1199.0,awd,rear_right,Germany,Western Europe,Berlin,52.54055,13.38234,continental,mixed,2023-04-19,spring,27041.0,8.03,5.32,5.12,5.32,5.03,2.72,1.005,64020.0,36979.0,A,D,74.5,7.2,163.06,2.55,low,0
TYR01891,Continental,CON-Eco-295,235/45 R18,235,45,18,summer,premium,city,1212.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.20602,17.9833,cold,rural,2022-01-05,winter,25208.0,7.45,5.29,5.07,5.4,5.08,2.16,0.857,68225.0,43017.0,B,A,72.8,6.4,309.14,4.53,low,0
TYR01892,Continental,CON-Grip-202,195/65 R15,195,65,15,winter,premium,family,1415.0,rwd,rear_left,Italy,Southern Europe,Milan,45.41517,9.18845,mediterranean,urban,2022-07-25,summer,25126.0,7.25,6.27,6.02,6.16,6.22,0.99,0.393,143914.0,118788.0,A,A,74.6,7.53,251.71,1.75,low,0
TYR01893,Continental,CON-Drive-719,225/45 R17,225,45,17,summer,premium,city,1122.0,awd,rear_right,Czechia,Eastern Europe,Prague,50.10715,14.48568,continental,mountain,2025-08-18,summer,21857.0,8.63,6.97,6.92,7.05,6.83,1.65,0.757,92821.0,70964.0,B,A,73.9,7.11,287.13,3.09,low,0
TYR01894,Hankook,HAN-Eco-704,225/45 R17,225,45,17,summer,mid-range,family,1256.0,fwd,front_right,Italy,Southern Europe,Milan,45.60446,9.14317,mediterranean,mixed,2022-08-09,summer,14356.0,8.04,7.08,6.92,7.12,6.98,0.96,0.667,96550.0,82194.0,C,B,73.1,5.89,223.3,2.31,low,0
TYR01895,Michelin,MIC-Grip-313,225/45 R17,225,45,17,all-season,premium,ev,2268.0,rwd,front_left,Italy,Southern Europe,Milan,45.43397,9.16733,mediterranean,mountain,2024-07-11,summer,68206.0,7.74,2.68,2.52,2.75,2.56,5.06,0.741,82807.0,14601.0,C,D,72.6,5.47,293.0,3.54,high,2
TYR01896,Goodyear,GOO-Grip-448,255/40 R19,255,40,19,all-season,premium,fleet,1941.0,rwd,rear_left,France,Western Europe,Lyon,45.68576,4.87042,temperate,urban,2023-01-06,winter,18477.0,8.2,6.96,6.71,6.83,6.69,1.24,0.673,98153.0,79676.0,D,E,73.3,4.3,300.14,3.06,low,0
TYR01897,Bridgestone,BRI-Sport-275,235/45 R18,235,45,18,winter,mid-range,city,961.0,awd,rear_left,Norway,Northern Europe,Oslo,59.95177,10.77328,cold,rural,2023-01-11,winter,18345.0,8.18,6.72,6.33,6.58,6.7,1.46,0.796,82675.0,64330.0,C,B,74.4,4.82,261.48,3.16,low,0
TYR01898,Yokohama,YOK-Sport-897,235/45 R18,235,45,18,summer,mid-range,ev,1999.0,fwd,front_left,Netherlands,Western Europe,Amsterdam,52.33927,4.91805,oceanic,rural,2021-12-26,winter,41544.0,8.08,3.83,3.68,3.86,3.69,4.25,1.023,63374.0,21830.0,B,A,74.0,6.89,259.27,4.09,medium,1
TYR01899,Hankook,HAN-Grip-287,225/45 R17,225,45,17,summer,mid-range,suv,1591.0,awd,rear_left,Italy,Southern Europe,Milan,45.42174,9.21619,mediterranean,urban,2025-07-26,summer,17909.0,7.36,6.5,6.06,6.5,6.42,0.86,0.479,120153.0,102243.0,B,B,77.1,6.33,232.41,1.93,low,0
TYR01900,Michelin,MIC-Grip-703,195/65 R15,195,65,15,all-season,premium,family,1719.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.43196,4.93552,oceanic,highway,2022-05-13,spring,6929.0,8.69,8.26,7.81,8.35,8.26,0.43,0.62,114394.0,107465.0,B,B,74.4,6.51,294.06,2.57,low,0
TYR01901,Goodyear,GOO-Sport-111,195/65 R15,195,65,15,summer,premium,family,1686.0,fwd,front_right,Germany,Western Europe,Berlin,52.54838,13.42647,continental,mixed,2019-12-24,winter,32484.0,7.92,4.72,4.4,4.74,4.62,3.2,0.985,64195.0,31711.0,B,C,72.7,6.24,254.65,3.97,low,0
TYR01902,Yokohama,YOK-Tour-947,235/45 R18,235,45,18,summer,mid-range,ev,1881.0,fwd,front_right,Portugal,Southern Europe,Lisbon,38.65757,-9.09868,mediterranean,mountain,2023-06-21,summer,25263.0,7.51,5.97,5.78,5.99,5.79,1.54,0.61,97017.0,71754.0,A,D,73.0,7.01,260.47,2.68,low,0
TYR01903,Hankook,HAN-Eco-151,235/45 R18,235,45,18,summer,mid-range,family,1260.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.64202,-9.29259,mediterranean,mixed,2019-06-11,summer,27387.0,8.01,7.04,7.02,7.08,7.01,0.97,0.354,180874.0,153487.0,A,A,72.9,7.89,253.54,1.4,low,0
TYR01904,Pirelli,PIR-Eco-706,205/55 R16,205,55,16,winter,premium,family,1340.0,awd,front_right,Spain,Southern Europe,Madrid,40.42968,-3.58231,mediterranean,highway,2020-10-18,autumn,27499.0,7.32,,5.27,5.49,5.39,1.76,0.639,89513.0,62014.0,B,B,72.8,7.4,261.42,2.92,low,0
TYR01905,Yokohama,YOK-Tour-509,195/65 R15,195,65,15,all-season,mid-range,city,1251.0,rwd,front_left,France,Western Europe,Lyon,45.88818,4.90117,temperate,rural,2020-08-11,summer,32872.0,7.67,4.38,4.14,4.33,4.09,3.3,1.003,60541.0,,B,C,75.4,6.32,195.29,3.23,low,0
TYR01906,Yokohama,YOK-Sport-830,195/65 R15,195,65,15,all-season,mid-range,ev,1775.0,fwd,rear_right,Germany,Western Europe,Berlin,52.51827,13.45769,continental,mountain,2020-06-15,summer,17198.0,8.01,5.79,5.67,5.7,5.57,2.22,1.294,49549.0,32351.0,B,A,73.2,5.96,207.0,4.18,low,0
TYR01907,Michelin,MIC-Drive-774,195/65 R15,195,65,15,all-season,premium,suv,1700.0,fwd,rear_right,Netherlands,Western Europe,Amsterdam,52.26099,5.06237,oceanic,highway,2021-03-29,spring,17225.0,8.16,7.52,7.39,7.43,7.34,0.64,0.37,177215.0,159990.0,B,A,71.0,7.07,297.88,1.68,low,0
TYR01908,Pirelli,PIR-Drive-406,195/65 R15,195,65,15,summer,premium,family,1266.0,rwd,front_left,Italy,Southern Europe,Milan,45.47151,9.17,mediterranean,urban,2025-12-03,winter,6601.0,8.21,7.83,7.5,7.82,7.57,0.37,0.565,116956.0,110355.0,B,C,73.9,6.62,242.0,2.07,low,0
TYR01909,Pirelli,PIR-Drive-635,195/65 R15,195,65,15,winter,premium,suv,1818.0,rwd,rear_left,Italy,Southern Europe,Milan,45.4819,9.03264,mediterranean,urban,2021-03-16,spring,15943.0,7.34,6.34,6.27,6.38,6.12,1.0,0.628,91419.0,75476.0,B,B,72.0,5.85,257.08,2.81,low,0
TYR01910,BudgetRoad,BUD-Eco-938,235/45 R18,235,45,18,summer,budget,ev,2499.0,awd,front_right,Netherlands,Western Europe,Amsterdam,52.50067,4.86228,oceanic,mixed,2025-10-11,autumn,37603.0,8.87,4.4,3.99,4.43,4.39,4.47,1.189,61190.0,23587.0,B,C,74.4,6.65,196.11,3.2,low,0
TYR01911,Yokohama,YOK-Drive-734,195/65 R15,195,65,15,winter,mid-range,suv,2055.0,rwd,front_left,Germany,Western Europe,Berlin,52.51885,13.42283,continental,rural,2025-03-04,spring,37310.0,8.83,3.8,3.29,3.6,3.65,5.03,1.348,53646.0,16336.0,B,E,70.0,6.25,212.17,3.96,medium,1
TYR01912,Pirelli,PIR-Tour-179,205/55 R16,205,55,16,winter,premium,family,1394.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.13583,14.5545,continental,mixed,2025-04-14,spring,37489.0,8.82,5.52,5.29,5.59,5.38,3.3,0.881,81967.0,44478.0,A,B,73.3,6.88,284.9,3.48,low,0
TYR01913,Goodyear,GOO-Drive-683,205/55 R16,205,55,16,winter,premium,suv,1811.0,rwd,rear_left,Norway,Northern Europe,Oslo,59.97734,10.64117,cold,highway,2024-08-14,summer,17855.0,7.76,5.99,5.49,5.96,5.92,1.77,0.992,62071.0,44216.0,D,C,74.1,4.45,274.31,4.42,low,0
TYR01914,Goodyear,GOO-Tour-804,225/45 R17,225,45,17,winter,premium,fleet,1597.0,rwd,front_right,Portugal,Southern Europe,Lisbon,38.83579,-9.08394,mediterranean,mountain,2020-07-14,summer,31782.0,7.31,4.69,4.64,4.71,4.69,2.62,0.823,69354.0,37572.0,B,C,73.6,6.31,264.29,3.81,low,0
TYR01915,Goodyear,GOO-Tour-332,205/55 R16,205,55,16,all-season,premium,ev,2478.0,awd,rear_left,Norway,Northern Europe,Oslo,59.88634,10.72463,cold,urban,2019-02-19,winter,17331.0,7.37,5.76,5.49,5.61,5.76,1.61,0.929,62119.0,44788.0,E,A,75.4,3.81,280.97,4.52,low,0
TYR01916,Hankook,HAN-Sport-116,225/45 R17,225,45,17,winter,mid-range,suv,1558.0,fwd,front_left,Poland,Eastern Europe,Warsaw,52.23053,20.91207,continental,mountain,2022-02-14,winter,29587.0,7.41,4.35,4.04,4.25,4.3,3.06,1.034,56232.0,26645.0,B,C,74.5,5.97,225.2,4.0,low,0
TYR01917,Pirelli,PIR-Drive-854,235/45 R18,235,45,18,all-season,premium,city,1077.0,rwd,rear_right,Portugal,Southern Europe,Lisbon,38.68192,-9.03535,mediterranean,urban,2022-06-02,summer,35228.0,8.4,6.62,6.45,6.54,6.52,1.77,0.504,134949.0,99721.0,B,C,71.8,5.97,270.49,2.0,low,0
TYR01918,Bridgestone,BRI-Drive-184,205/55 R16,205,55,16,winter,mid-range,fleet,1911.0,awd,rear_left,Spain,Southern Europe,Madrid,40.5795,-3.64765,mediterranean,mixed,2021-05-19,spring,8994.0,8.6,7.94,7.83,8.07,7.73,0.65,0.725,96450.0,87455.0,B,B,72.7,6.47,260.73,2.7,low,0
TYR01919,BudgetRoad,BUD-Eco-476,225/45 R17,225,45,17,winter,budget,suv,1830.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.08879,21.03341,continental,highway,2023-05-08,spring,29883.0,7.67,4.41,4.21,4.41,4.2,3.26,1.091,55658.0,25776.0,D,B,75.9,5.19,188.12,3.38,low,0
TYR01920,Continental,CON-Grip-690,255/40 R19,255,40,19,winter,premium,fleet,1441.0,awd,front_left,Germany,Western Europe,Berlin,52.61425,13.31069,continental,urban,2020-09-02,autumn,27085.0,8.33,6.48,6.29,6.46,6.42,1.85,0.684,98405.0,71319.0,B,E,73.1,5.96,340.3,3.46,low,0
TYR01921,Michelin,MIC-Tour-521,255/40 R19,255,40,19,winter,premium,suv,1989.0,fwd,rear_right,Spain,Southern Europe,Madrid,40.53118,-3.62749,mediterranean,rural,2023-04-27,spring,52016.0,8.18,4.62,4.42,4.61,4.4,3.56,0.684,96239.0,44223.0,A,E,74.3,7.8,341.74,3.55,low,0
TYR01922,Michelin,MIC-Grip-316,225/45 R17,225,45,17,summer,premium,family,1434.0,awd,front_right,Sweden,Northern Europe,Stockholm,59.30719,18.01382,cold,mountain,2021-12-29,winter,16269.0,8.78,7.64,7.21,7.6,7.57,1.14,0.702,102411.0,86142.0,D,C,71.2,4.04,326.36,3.19,low,0
TYR01923,Yokohama,YOK-Eco-661,235/45 R18,235,45,18,all-season,mid-range,ev,1991.0,awd,front_right,Portugal,Southern Europe,Lisbon,38.7926,-9.13734,mediterranean,urban,2023-07-16,summer,35285.0,8.56,6.69,6.37,6.6,6.63,1.87,0.53,131405.0,96120.0,B,D,73.8,6.15,266.88,2.03,low,0
TYR01924,Goodyear,GOO-Sport-762,205/55 R16,205,55,16,winter,premium,ev,1863.0,rwd,rear_left,Italy,Southern Europe,Milan,45.47078,9.04334,mediterranean,urban,2025-11-21,autumn,25244.0,8.06,5.9,5.48,5.85,5.77,2.16,0.856,75527.0,50283.0,A,B,72.5,7.22,296.05,3.92,low,0
TYR01925,Yokohama,YOK-Grip-411,225/45 R17,225,45,17,summer,mid-range,fleet,1918.0,rwd,front_left,Poland,Eastern Europe,Warsaw,52.2688,20.84374,continental,mountain,2024-04-12,spring,28711.0,7.56,4.93,4.7,4.84,4.91,2.64,0.919,64909.0,36198.0,D,C,73.3,4.18,207.75,3.2,low,0
TYR01926,BudgetRoad,BUD-Eco-811,235/45 R18,235,45,18,summer,budget,suv,2112.0,awd,rear_left,Italy,Southern Europe,Milan,45.41797,9.24374,mediterranean,urban,2022-05-24,spring,60765.0,7.87,3.29,3.16,3.38,3.23,4.59,0.755,83123.0,22359.0,C,A,72.3,5.53,169.43,2.04,medium,1
TYR01927,Michelin,MIC-Drive-500,225/45 R17,225,45,17,all-season,premium,fleet,1653.0,rwd,front_left,Norway,Northern Europe,Oslo,59.90903,10.70913,cold,rural,2023-07-03,summer,22401.0,7.38,5.69,5.5,5.56,5.62,1.69,0.754,76640.0,54239.0,C,B,73.2,5.69,310.8,4.06,low,0
TYR01928,Goodyear,GOO-Grip-885,195/65 R15,195,65,15,summer,premium,ev,2229.0,fwd,front_left,France,Western Europe,Lyon,45.71663,4.73287,temperate,mountain,2021-02-24,winter,23564.0,8.73,6.97,6.66,7.04,6.97,1.76,0.746,95635.0,72072.0,E,C,74.7,3.74,292.42,3.06,low,0
TYR01929,Continental,CON-Grip-891,255/40 R19,255,40,19,all-season,premium,family,1174.0,rwd,front_left,Poland,Eastern Europe,Warsaw,52.11622,20.91456,continental,rural,2020-09-22,autumn,34129.0,8.07,5.63,5.5,5.65,5.53,2.45,0.717,90343.0,56213.0,B,B,72.3,7.06,335.71,3.72,low,0
TYR01930,BudgetRoad,BUD-Tour-261,195/65 R15,195,65,15,winter,budget,city,1140.0,awd,rear_right,France,Western Europe,Lyon,45.83543,4.85709,temperate,mixed,2025-11-06,autumn,30167.0,8.77,5.56,5.28,5.49,5.45,3.21,1.065,67389.0,37223.0,B,B,73.9,6.57,142.74,2.12,low,0
TYR01931,Pirelli,PIR-Eco-215,255/40 R19,255,40,19,all-season,premium,family,1683.0,fwd,front_right,Portugal,Southern Europe,Lisbon,38.86215,-9.12052,mediterranean,mixed,2022-05-23,spring,17888.0,8.34,7.24,7.15,7.28,7.17,1.1,0.617,109302.0,91414.0,C,C,74.9,4.92,299.52,2.74,low,0
TYR01932,Hankook,HAN-Sport-549,255/40 R19,255,40,19,all-season,mid-range,ev,1929.0,rwd,front_left,Germany,Western Europe,Berlin,52.34072,13.41314,continental,mountain,2025-09-18,autumn,16882.0,7.68,6.09,5.9,5.96,6.08,1.59,0.944,64435.0,47553.0,A,C,72.6,7.23,294.76,4.57,low,0
TYR01933,Michelin,MIC-Tour-774,225/45 R17,225,45,17,winter,premium,fleet,1692.0,awd,front_right,France,Western Europe,Lyon,45.90432,4.90081,temperate,mixed,2021-08-08,summer,26498.0,7.84,6.38,5.87,6.39,6.28,1.47,0.554,112814.0,86315.0,C,B,74.5,5.78,301.03,2.67,low,0
TYR01934,Michelin,MIC-Drive-749,205/55 R16,205,55,16,all-season,premium,city,1266.0,rwd,front_left,France,Western Europe,Lyon,45.75046,4.859,temperate,mountain,2024-04-15,spring,59316.0,8.47,4.23,3.99,4.29,4.04,4.25,0.716,96027.0,,B,D,71.7,7.04,286.59,2.98,low,0
TYR01935,Bridgestone,BRI-Sport-840,205/55 R16,205,55,16,all-season,mid-range,city,1134.0,rwd,front_left,Sweden,Northern Europe,Stockholm,59.35909,18.25876,cold,urban,2023-04-04,spring,76634.0,8.28,2.28,2.03,2.28,2.11,6.0,0.782,85377.0,8743.0,C,A,72.4,5.06,,2.71,high,2
TYR01936,Continental,CON-Grip-522,225/45 R17,225,45,17,summer,premium,family,1516.0,rwd,front_left,Italy,Southern Europe,Milan,45.49386,9.17463,mediterranean,urban,2024-05-03,spring,20387.0,7.53,6.42,6.17,6.42,6.39,1.12,0.547,108431.0,88045.0,A,C,70.9,6.95,294.36,2.71,low,0
TYR01937,Michelin,MIC-Sport-269,235/45 R18,235,45,18,summer,premium,family,1349.0,fwd,front_left,Germany,Western Europe,Berlin,52.55753,13.28218,continental,rural,2019-09-26,autumn,38247.0,7.6,,3.73,3.8,3.56,3.78,0.988,60785.0,22538.0,B,B,70.3,7.37,324.83,5.34,medium,1
TYR01938,Yokohama,YOK-Sport-447,255/40 R19,255,40,19,summer,mid-range,suv,1997.0,rwd,rear_left,Czechia,Eastern Europe,Prague,50.05161,14.41908,continental,urban,2019-03-20,spring,43585.0,8.22,4.32,4.11,4.43,4.27,3.9,0.894,74010.0,30425.0,B,B,72.7,6.74,218.98,2.96,low,0
TYR01939,Goodyear,GOO-Eco-836,235/45 R18,235,45,18,all-season,premium,suv,2189.0,fwd,front_left,Czechia,Eastern Europe,Prague,50.11203,14.49632,continental,mountain,2025-01-20,winter,42914.0,8.76,3.8,3.57,3.77,3.79,4.96,1.156,61968.0,19054.0,A,E,70.2,7.11,279.84,4.52,medium,1
TYR01940,Yokohama,YOK-Eco-345,195/65 R15,195,65,15,summer,mid-range,ev,1980.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.0079,14.47701,continental,highway,2019-03-05,spring,18435.0,8.43,7.0,6.95,7.04,6.73,1.43,0.775,88160.0,69725.0,C,B,75.0,5.57,217.42,2.47,low,0
TYR01941,Continental,CON-Sport-490,235/45 R18,235,45,18,summer,premium,family,1424.0,rwd,front_right,Czechia,Eastern Europe,Prague,50.12322,14.53572,continental,mixed,2022-02-23,winter,41496.0,7.97,4.91,4.9,4.93,4.75,3.06,0.738,86335.0,44839.0,B,B,73.0,6.94,,3.47,low,0
TYR01942,Bridgestone,BRI-Grip-405,225/45 R17,225,45,17,all-season,mid-range,ev,2230.0,fwd,front_left,Italy,Southern Europe,Milan,45.57777,9.23628,mediterranean,highway,2019-02-14,winter,28232.0,7.57,5.4,4.97,5.39,5.08,2.17,0.768,77689.0,49457.0,C,B,72.9,5.37,276.08,3.55,low,0
TYR01943,Hankook,HAN-Grip-664,205/55 R16,205,55,16,winter,mid-range,fleet,1839.0,fwd,front_left,Italy,Southern Europe,Milan,45.4817,9.29245,mediterranean,highway,2021-07-01,summer,54493.0,8.55,3.84,3.55,3.69,3.81,4.71,0.865,80356.0,25863.0,B,B,72.3,6.12,202.03,2.51,medium,1
TYR01944,BudgetRoad,BUD-Grip-484,235/45 R18,235,45,18,all-season,budget,city,1222.0,fwd,rear_right,Germany,Western Europe,Berlin,52.49281,13.44142,continental,mountain,2019-01-04,winter,19482.0,7.93,5.81,5.58,5.86,5.74,2.11,1.085,58307.0,38824.0,A,C,73.6,7.73,196.5,3.37,low,0
TYR01945,Goodyear,GOO-Sport-934,225/45 R17,225,45,17,summer,premium,suv,1947.0,rwd,front_right,Netherlands,Western Europe,Amsterdam,52.3095,4.9365,oceanic,mountain,2021-11-13,autumn,17061.0,8.24,6.7,6.54,6.77,6.7,1.54,0.901,73698.0,56637.0,B,A,74.6,6.42,298.38,4.05,low,0
TYR01946,Hankook,HAN-Sport-562,225/45 R17,225,45,17,all-season,mid-range,city,1108.0,fwd,rear_right,Norway,Northern Europe,Oslo,59.86083,10.68818,cold,mixed,2024-09-20,autumn,87515.0,8.11,1.1,1.0,1.12,1.01,7.7,0.879,87515.0,0.0,C,A,73.1,5.21,254.32,2.91,critical,3
TYR01947,Pirelli,PIR-Grip-538,255/40 R19,255,40,19,winter,premium,suv,1699.0,awd,rear_right,Norway,Northern Europe,Oslo,59.92832,10.77924,cold,mountain,2020-09-15,autumn,29880.0,7.2,4.11,3.85,4.11,4.08,3.1,1.037,54043.0,24163.0,E,E,74.3,4.41,288.41,5.34,low,0
TYR01948,Yokohama,YOK-Tour-680,235/45 R18,235,45,18,winter,mid-range,fleet,1545.0,awd,rear_right,Portugal,Southern Europe,Lisbon,38.69898,-9.34105,mediterranean,mixed,2025-07-25,summer,9072.0,7.81,7.1,6.94,7.15,6.97,0.71,0.778,79832.0,70759.0,A,B,76.1,7.64,209.71,2.63,low,0
TYR01949,Goodyear,GOO-Drive-677,205/55 R16,205,55,16,all-season,premium,city,1122.0,rwd,front_right,Norway,Northern Europe,Oslo,60.04837,10.62754,cold,rural,2024-11-18,autumn,36992.0,8.34,5.5,5.35,5.55,5.41,2.84,0.767,87846.0,50855.0,B,A,72.0,6.31,256.19,2.92,low,0
TYR01950,Goodyear,GOO-Tour-486,195/65 R15,195,65,15,winter,premium,ev,2254.0,rwd,front_left,Czechia,Eastern Europe,Prague,50.0796,14.37892,continental,mountain,2025-05-20,spring,12463.0,7.54,6.35,6.15,6.26,6.22,1.19,0.957,62111.0,49648.0,C,A,73.0,5.62,279.62,4.5,low,0
TYR01951,Goodyear,GOO-Drive-669,255/40 R19,255,40,19,all-season,premium,fleet,1366.0,awd,front_right,Czechia,Eastern Europe,Prague,50.10042,14.60396,continental,highway,2022-08-06,summer,9731.0,8.71,8.06,7.97,7.97,7.82,0.65,0.671,106004.0,96273.0,D,C,72.2,4.63,303.55,2.86,low,0
TYR01952,BudgetRoad,BUD-Sport-276,235/45 R18,235,45,18,winter,budget,fleet,1551.0,fwd,rear_left,Poland,Eastern Europe,Warsaw,52.2889,20.94464,continental,mountain,2019-02-20,winter,14774.0,8.26,6.84,6.63,6.89,6.62,1.42,0.961,69341.0,54566.0,B,B,72.4,6.5,186.77,2.69,low,0
TYR01953,Bridgestone,BRI-Sport-186,255/40 R19,255,40,19,summer,mid-range,city,1115.0,rwd,front_right,Portugal,Southern Europe,Lisbon,38.80006,-9.08579,mediterranean,rural,2024-12-02,winter,15296.0,8.08,7.07,6.9,7.01,6.97,1.01,0.66,98198.0,82903.0,D,E,71.8,3.99,278.71,2.84,low,0
TYR01954,Goodyear,GOO-Drive-508,235/45 R18,235,45,18,summer,premium,city,1121.0,fwd,front_left,Italy,Southern Europe,Milan,45.45192,9.19239,mediterranean,mixed,2022-05-03,spring,30400.0,8.49,5.89,5.77,5.87,5.5,2.6,0.855,80544.0,50144.0,A,E,74.6,7.56,282.94,3.51,low,0
TYR01955,Continental,CON-Grip-628,225/45 R17,225,45,17,all-season,premium,family,1765.0,fwd,rear_left,Italy,Southern Europe,Milan,45.4934,9.28328,mediterranean,rural,2019-10-17,autumn,9048.0,8.28,7.81,7.58,7.88,7.75,0.46,0.513,130111.0,121063.0,A,A,72.8,7.33,284.38,2.19,low,0
TYR01956,BudgetRoad,BUD-Tour-952,225/45 R17,225,45,17,summer,budget,fleet,1314.0,rwd,front_right,Czechia,Eastern Europe,Prague,50.13865,14.48938,continental,urban,2025-08-19,summer,25591.0,7.95,6.06,5.78,6.01,5.96,1.89,0.738,86027.0,60436.0,C,B,73.3,5.64,179.73,2.09,low,0
TYR01957,Bridgestone,BRI-Eco-631,205/55 R16,205,55,16,all-season,mid-range,family,1456.0,rwd,front_left,Sweden,Northern Europe,Stockholm,59.42115,17.96233,cold,mixed,2025-12-18,winter,24116.0,8.45,,5.52,5.87,5.54,2.55,1.058,64816.0,40700.0,E,C,72.7,3.19,256.6,3.96,low,0
TYR01958,Pirelli,PIR-Sport-367,225/45 R17,225,45,17,summer,premium,city,1030.0,awd,rear_right,Italy,Southern Europe,Milan,45.56491,9.11191,mediterranean,mountain,2023-10-20,autumn,12822.0,8.26,7.29,6.87,7.2,7.23,0.97,0.755,88152.0,75330.0,C,D,71.8,5.36,250.58,2.84,low,0
TYR01959,Yokohama,YOK-Drive-774,205/55 R16,205,55,16,all-season,mid-range,fleet,1640.0,fwd,rear_left,Poland,Eastern Europe,Warsaw,52.25971,21.00592,continental,mountain,2024-12-27,winter,18472.0,8.79,7.31,6.99,7.28,7.26,1.48,0.802,89573.0,71101.0,A,A,72.1,7.42,208.06,2.32,low,0
TYR01960,Pirelli,PIR-Drive-256,195/65 R15,195,65,15,winter,premium,fleet,1336.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.35772,4.93977,oceanic,urban,2024-11-25,autumn,33438.0,8.51,6.12,5.88,6.32,6.11,2.39,0.715,96664.0,63225.0,B,B,74.3,5.99,259.37,2.68,low,0
TYR01961,Michelin,MIC-Grip-593,225/45 R17,225,45,17,summer,premium,suv,1698.0,rwd,rear_left,Germany,Western Europe,Berlin,52.58555,13.52576,continental,urban,2020-10-31,autumn,18124.0,8.37,6.72,6.39,6.65,6.66,1.65,0.91,74350.0,56226.0,B,E,74.3,6.26,297.84,4.01,low,0
TYR01962,Hankook,HAN-Drive-458,235/45 R18,235,45,18,summer,mid-range,city,1194.0,fwd,rear_right,Czechia,Eastern Europe,Prague,50.19526,14.39687,continental,mountain,2024-07-24,summer,17518.0,8.53,7.3,7.06,7.47,7.17,1.23,0.699,99026.0,81509.0,A,A,74.5,7.17,233.74,2.36,low,0
